post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:pa_alto,attribute_data:pa_alto,attribute:pa_ancho,attribute_data:pa_ancho,attribute:pa_aro,attribute_data:pa_aro,attribute:pa_indice-de-carga,attribute_data:pa_indice-de-carga,attribute:pa_velocidad-maxima,attribute_data:pa_velocidad-maxima
"YOMAR TIRE 245/45/20 103W SKYRACE P06",yomar-tire-245-50-20-102w-skyrace-p06,,3350,"Revisar imagen referencial","se venderá pronto",Borrador,,0,"2026-04-20 11:35:59",1,closed,712,,,no,no,4,155000,130000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/09/neumaticos-freire-WEST-LAKE-275-55-20R-SL369.jpg ! alt :  ! title : neumáticos-freire-WEST-LAKE-275-55-20R-SL369 ! desc :  ! caption : ",,https://neumaticosfreire.cl/?post_type=product&p=3350,0,,,simple,,"Aro > 20|Ancho > 245|Alto > 45|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 215/50/18 92V SKYRACE P03",,,3351,"Revisa imagen referencial",,Borrador,,0,"2026-04-20 14:34:13",1,closed,696,,,no,no,0,,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-NEXEN-215-55-18R-N-PRIZ-AH8.jpg ! alt :  ! title : neumáticos-freire-NEXEN-215-55-18R-N-PRIZ-AH8 ! desc :  ! caption : ",,https://neumaticosfreire.cl/?post_type=product&p=3351,0,,,simple,outofstock,"Aro > 18|Ancho > 215|Alto > 50|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 235/45/17 97W SKYRACE",,,3353,,,Borrador,,0,"2026-04-20 15:58:05",1,closed,,,,no,no,0,,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3353,0,,,simple,outofstock,"Aro > 17|Ancho > 235|Alto > 45",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 225/55/17 97W SKYRACE P03",,,3355,,,Borrador,,0,"2026-04-20 16:12:18",1,closed,,,,no,no,6,101000,85000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3355,0,,,simple,,"Aro > 17|Ancho > 225|Alto > 55|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 245/70/16 105T AT SKYRACE",,,3357,,,Borrador,,0,"2026-04-20 17:02:45",1,closed,649,,,no,no,6,103000,88000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3357,0,,,simple,,"Aro > 16|Ancho > 245|Alto > 70|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 235/70/16 106H SKYRACE AT8",,,3359,,,Borrador,,0,"2026-04-20 17:12:44",1,closed,674,,,no,no,8,103000,88000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3359,0,,,simple,,"Aro > 16|Ancho > 235|Alto > 70|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"MINNEL 235/65/16C 115/113T COME L09",,,3360,,,Borrador,,0,"2026-04-20 17:13:53",1,closed,637,,,no,no,4,101000,85000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3360,0,,,simple,,"Aro > 16|Ancho > 235|Alto > 65|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"ROADWING 225/75/16C 121/120R 12PR RW-05",,,3361,,,Borrador,,0,"2026-04-20 17:19:08",1,closed,504131,,,no,no,1,111000,95000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3361,0,,,simple,,"Aro > 16|Ancho > 235|Alto > 75|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"ONYX 225/75/16 115/121S 10PR AT-187",__trashed-8,,3362,,,Borrador,,0,"2026-04-20 17:23:20",1,closed,501959,,,no,no,0,132000,110000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2023/08/neumaticos-freire-ONYX-225-75-16R-AT187.png ! alt :  ! title : neumáticos-freire-ONYX-225-75-16R-AT187 ! desc :  ! caption : ",,https://neumaticosfreire.cl/?post_type=product&p=3362,0,,,simple,outofstock,"Aro > 16|Ancho > 225|Alto > 75|Marca > ONYX",ONYX,,,,,,,,,,,,
"MINNEL 225/70/16 103H HT SAFY M06",,,3364,,,Borrador,,0,"2026-04-20 17:30:38",1,closed,504535,,,no,no,0,87000,75000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3364,0,,,simple,outofstock,"Aro > 16|Ancho > 225|Alto > 70",,,,,,,,,,,,,
"MINNELL 215/75/16C 113/111R COME L09",,,3365,,,Borrador,,0,"2026-04-20 17:37:35",1,closed,561,,,no,no,8,97000,85000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3365,0,,,simple,,"Aro > 16|Ancho > 215|Alto > 65",YOMAR,,,,,,,,,,,,
"FIREMAX 215/70/16 100T OWL FM501 AT",,,3366,,,Borrador,,0,"2026-04-20 17:50:30",1,closed,506087,,,no,no,1,101000,89000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3366,0,,,simple,,"Aro > 16|Ancho > 215|Alto > 70|Marca > FIREMAX",,,,,,,,,,,,,
"MINNEL 215/65/16 98H P07",,,3367,,,Borrador,,0,"2026-04-20 18:06:37",1,closed,,,,no,no,12,77000,65000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2025/03/neumaticos-freire-minnell-215-65-r16-98h-radial-p07-huella.jpg ! alt : neumaticos-freire-minnell-215-65-r16-98h-radial-p07-huella ! title : neumaticos-freire-minnell-215-65-r16-98h-radial-p07-huella ! desc : neumaticos-freire-minnell-215-65-r16-98h-radial-p07-huella ! caption : neumaticos-freire-minnell-215-65-r16-98h-radial-p07-huella",,https://neumaticosfreire.cl/?post_type=product&p=3367,0,,,simple,,"Aro > 16|Ancho > 215|Alto > 65|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"ROADWING 215/65/16 98H RW581",,,3368,,,Borrador,,0,"2026-04-20 18:09:12",1,closed,501645,,,no,no,3,77000,68000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3368,0,,,simple,,"Aro > 16|Ancho > 215|Alto > 65|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"MINNELL 205/65/16 95V SPORT M08",,,3369,,,Borrador,,0,"2026-04-20 18:15:37",1,closed,563,,,no,no,4,83000,70000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3369,0,,,simple,,"Aro > 16|Ancho > 205|Alto > 65|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"MINNELL 205/65/16C 107/105T COME L09",,,3370,,,Borrador,,0,"2026-04-20 18:15:50",1,closed,560,,,no,no,4,85000,77000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3370,0,,,simple,,"Aro > 16|Ancho > 205|Alto > 65|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"YOMAR TIRE 205/60/16 92V SKYRACE P03",,,3371,,,Borrador,,0,"2026-04-20 18:21:21",1,closed,706,,,no,no,8,61000,55000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3371,0,,,simple,,"Aro > 16|Ancho > 205|Alto > 60|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"ROADWING 205/60/16 92H RW-581",,,3372,,,Borrador,,0,"2026-04-20 18:21:31",1,closed,503509,,,no,no,0,0,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3372,0,,,simple,outofstock,"Aro > 16|Ancho > 205|Alto > 60|Marca > ROADWING",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 195/60/16 87V SKYRACE P03",,,3375,,,Borrador,,0,"2026-04-20 18:35:12",1,closed,,,,no,no,10,67000,62000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3375,0,,,simple,,"Aro > 16|Ancho > 195|Alto > 60|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR 195/50/16 84V SKYRACE P06",,,3377,,,Borrador,,0,"2026-04-20 18:39:43",1,closed,669,,,no,no,0,,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,"https://neumaticosfreire.cl/wp-content/uploads/2025/10/d096b0cb-fdb4-498c-8160-03e0ccec85a8.jpg ! alt :  ! title : d096b0cb-fdb4-498c-8160-03e0ccec85a8 ! desc :  ! caption : ",,https://neumaticosfreire.cl/?post_type=product&p=3377,0,,,simple,outofstock,"Aro > 16|Ancho > 195|Alto > 50|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 31X10.5/15 LT ALL TERRAIN AT09",,,3378,,,Borrador,,0,"2026-04-20 23:00:14",1,closed,676,,,no,no,6,132000,125000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3378,0,,,simple,,"Alto > 10.5|Aro > 15|Ancho > 31|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"MINNELL 235/75/15 105T AT TUGH A99",,,3379,,,Borrador,,0,"2026-04-20 23:03:48",1,closed,638,,,no,no,12,97000,85000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3379,0,,,simple,,"Aro > 15|Ancho > 235|Alto > 75|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"ROADWING 225/70/15C 110/112R 8PR RW-05",,,3380,,,Borrador,,0,"2026-04-20 23:09:01",1,closed,501710,,,no,no,0,103000,90000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3380,0,,,simple,outofstock,"Aro > 15|Ancho > 225|Alto > 70|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"MINNELL 215/75/15 100T TUGH A99 AT",,,3381,,,Borrador,,0,"2026-04-20 23:12:19",1,closed,635,,,no,no,0,,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3381,0,,,simple,outofstock,"Aro > 15|Ancho > 215|Alto > 75|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"CACHLAND 215/75/15 6PR AT",,,3382,,,Borrador,,0,"2026-04-20 23:14:58",1,closed,501527,,,no,no,0,73000,65000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3382,0,,,simple,outofstock,"Aro > 15|Ancho > 215|Alto > 75|Marca > CACHLAND",CACHLAND,,,,,,,,,,,,
"MINNELL 205/70/15 96H P07",,,3383,,,Borrador,,0,"2026-04-20 23:19:24",1,closed,698,,,no,no,8,73000,61500,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3383,0,,,simple,,"Aro > 15|Ancho > 205|Alto > 70|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"YOMAR TIRE 205/65/15 94V SKYRACE P07",,,3384,,,Borrador,,0,"2026-04-20 23:23:07",1,closed,671,,,no,no,7,63000,58000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3384,0,,,simple,,"Aro > 15|Ancho > 205|Alto > 65|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 205/60/15 91V SKYRACE P03",,,3385,,,Borrador,,0,"2026-04-20 23:26:08",1,closed,618,,,no,no,2,64000,59000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3385,0,,,simple,,"Aro > 15|Ancho > 205|Alto > 60|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 195/70/15C 104/102R SKYRACE P02",,,3386,,,Borrador,,0,"2026-04-20 23:32:57",1,closed,707,,,no,no,4,78000,70000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3386,0,,,simple,,"Aro > 15|Ancho > 195|Alto > 70|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"ROADWING 195/70/15C 104/102 8PR RW-05",,,3387,,,Borrador,,0,"2026-04-20 23:34:54",1,closed,504403,,,no,no,1,78000,70000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3387,0,,,simple,,"Aro > 15|Ancho > 195|Alto > 70|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"YOMAR TIRE 195/60/15 88V SKYRACE P03",,,3388,,,Borrador,,0,"2026-04-20 23:41:24",1,closed,708,,,no,no,0,,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3388,0,,,simple,outofstock,"Aro > 15|Ancho > 195|Alto > 60|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"ROADWING 195/60/15 88H RW-581",,,3389,,,Borrador,,0,"2026-04-20 23:43:34",1,closed,504517,,,no,no,6,72000,60000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3389,0,,,simple,,"Aro > 15|Ancho > 195|Alto > 60|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"YOMAR TIRE 195/55/15 85V SKYRACE P03",,,3390,,,Borrador,,0,"2026-04-20 23:46:59",1,closed,615,,,no,no,8,63000,58000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3390,0,,,simple,,"Aro > 15|Ancho > 195|Alto > 55|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 195/50/15 82V SKYRACE P03",,,3391,,,Borrador,,0,"2026-04-20 23:50:22",1,closed,692,,,no,no,8,61000,55000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3391,0,,,simple,,"Aro > 15|Ancho > 195|Alto > 50|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"MINNELL 195/50/15 82V RADIAL P07",,,3392,,,Borrador,,0,"2026-04-20 23:51:50",1,closed,564,,,no,no,0,58000,53000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3392,0,,,simple,outofstock,"Aro > 15|Ancho > 195|Alto > 50|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"YOMAR TIRE 195/15C 106/104R SKYRACE P02",,,3393,,,Borrador,,0,"2026-04-20 23:53:49",1,closed,652,,,no,no,6,81000,74000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3393,0,,,simple,,"Aro > 15|Ancho > 195|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRES 185/60/15 84H SKYRACE P03",,,3394,,,Borrador,,0,"2026-04-21 00:01:33",1,closed,641,,,no,no,8,51000,46000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3394,0,,,simple,,"Aro > 15|Ancho > 185|Alto > 60|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"MINNELL 185/55/15 82V RADIAL P07",,,3395,,,Borrador,,0,"2026-04-21 00:04:22",1,closed,634,,,no,no,0,,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3395,0,,,simple,outofstock,"Aro > 15|Ancho > 185|Alto > 55|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"JOURNEY 215/75/14 98S 6PR",,,3397,,,Borrador,,0,"2026-04-21 13:23:57",1,closed,501865,,,no,no,1,112000,99000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3397,0,,,simple,,"Aro > 14|Ancho > 215|Alto > 75|Marca > JOURNEY",JOURNEY,,,,,,,,,,,,
"ROADWING 195/14C 106/104 8PR RW-05",,,3398,,,Borrador,,0,"2026-04-21 13:28:39",1,closed,503894,,,no,no,6,83000,70000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3398,0,,,simple,,"Aro > 14|Ancho > 195",ROADWING,,,,,,,,,,,,
"YOMAR TIRE 185/65/14 86H SKYRACE P03",,,3400,,,Borrador,,0,"2026-04-21 13:44:13",1,closed,668,,,no,no,16,47000,43000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3400,0,,,simple,,"Aro > 14|Ancho > 185|Alto > 65|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"MINNELL 185/65/14 86H P07",,,3401,,,Borrador,,0,"2026-04-21 13:46:17",1,closed,,,,no,no,1,46000,42000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3401,0,,,simple,,"Aro > 14|Ancho > 185|Alto > 65|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"YOMAR TIRE 185/14C 102/100R SKYRACE P02",,,3402,,,Borrador,,0,"2026-04-21 13:49:07",1,closed,651,,,no,no,6,69000,65000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3402,0,,,simple,,"Aro > 14|Ancho > 185|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 175/70/14 84H SKYRACE P03",,,3403,,,Borrador,,0,"2026-04-21 13:53:44",1,closed,640,,,no,no,7,45000,42000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3403,0,,,simple,,"Aro > 14|Ancho > 175|Alto > 70|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"ROADWING 175/70/14 84T RW581",,,3404,,,Borrador,,0,"2026-04-21 13:55:19",1,closed,501986,,,no,no,0,47500,42500,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3404,0,,,simple,outofstock,"Aro > 14|Ancho > 175|Alto > 70|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"YOMAR TIRE 175/65/14 82H SKYRACE P03",,,3405,,,Borrador,,0,"2026-04-21 14:39:27",1,closed,667,,,no,no,8,43500,42000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3405,0,,,simple,,"Aro > 14|Ancho > 175|Alto > 65|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"ANNAITE 175/65/14 82H AN600",,,3406,,,Borrador,,0,"2026-04-21 14:24:32",1,closed,503228,,,no,no,0,43000,4000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3406,0,,,simple,outofstock,"Aro > 14|Ancho > 175|Alto > 65|Marca > ANNAITE",ANNAITE,,,,,,,,,,,,
"MINNELL 165/65/14 79T P07",,,3407,,,Borrador,,0,"2026-04-21 14:42:26",1,closed,,,,no,no,0,43000,39000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3407,0,,,simple,outofstock,"Aro > 14|Ancho > 165|Alto > 65|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"MINNELL 165/60/14 75H RADIAL P07",,,3408,,,Borrador,,0,"2026-04-21 14:52:53",1,closed,633,,,no,no,0,,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3408,0,,,simple,outofstock,"Aro > 14|Ancho > 165|Alto > 60|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"ROADWING 165/60/14 75H RW-581",,,3409,,,Borrador,,0,"2026-04-21 14:54:17",1,closed,503508,,,no,no,0,41000,38000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3409,0,,,simple,outofstock,"Ancho > 165|Alto > 60|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"ROADWING 155/65/14 75T RW-581",,,3410,,,Borrador,,0,"2026-04-21 14:58:41",1,closed,504584,,,no,no,16,43500,42000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3410,0,,,simple,,"Ancho > 155|Alto > 65|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"LING LONG 155/65/14 75H GREENMAX",,,3411,,,Borrador,,0,"2026-04-21 15:00:15",1,closed,502930,,,no,no,0,,,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3411,0,,,simple,outofstock,"Aro > 14|Ancho > 155|Alto > 65|Marca > LINGLONG",LINGLONG,,,,,,,,,,,,
"MINNELL 175/70/13 82T",,,3412,,,Borrador,,0,"2026-04-21 15:04:35",1,closed,,,,no,no,0,43000,38000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3412,0,,,simple,outofstock,"Aro > 13|Ancho > 175|Alto > 70|Marca > MINNELL",MINNELL,,,,,,,,,,,,
"ROADWING 165/70/13 79T RW-581",,,3413,,,Borrador,,0,"2026-04-21 15:06:42",1,closed,504850,,,no,no,12,41000,36000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3413,0,,,simple,,"Aro > 13|Ancho > 165|Alto > 70|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"ROADWING 165/13C 94/92R 8PR RW-05",,,3414,,,Borrador,,0,"2026-04-21 15:08:53",1,closed,504055,,,no,no,13,59000,55000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3414,0,,,simple,,"Aro > 13|Ancho > 165|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"ROADWING 155/70/13 75T RW-581",,,3415,,,Borrador,,0,"2026-04-21 15:10:54",1,closed,504054,,,no,no,0,41000,38000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3415,0,,,simple,outofstock,"Aro > 13|Ancho > 155|Alto > 70|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"YOMAR TIRES 155/65/13 73T SKYRACE P07",,,3416,,,Borrador,,0,"2026-04-21 15:13:14",1,closed,639,,,no,no,0,44500,41000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3416,0,,,simple,outofstock,"Aro > 13|Ancho > 155|Alto > 65|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"ROADWING 155/65/13 73T RW-581",,,3417,,,Borrador,,0,"2026-04-21 15:13:41",1,closed,503737,,,no,no,0,39000,35000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3417,0,,,simple,outofstock,"Aro > 13|Ancho > 155|Alto > 65|Marca > YOMAR",ROADWING,,,,,,,,,,,,
"ROADWING 165/65/13 77T RW-581",,,3418,,,Borrador,,0,"2026-04-21 15:17:08",1,closed,506064,,,no,no,4,43000,40000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3418,0,,,simple,,"Aro > 13|Ancho > 165|Alto > 65|Marca > YOMAR",ROADWING,,,,,,,,,,,,
"YOMAR TIRE 500/12C LT 88/86P SKYRACE P02",,,3419,,,Borrador,,0,"2026-04-21 15:27:29",1,closed,677,,,no,no,6,53000,50000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3419,0,,,simple,,"Aro > 12|Ancho > 500|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"ROADWING 155/12C 88/86Q 8PR RW-05",,,3420,,,Borrador,,0,"2026-04-22 08:52:02",1,closed,504851,,,no,no,16,44500,42000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3420,0,,,simple,,"Aro > 12|Ancho > 155|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"ROADWING 185/70/14 88H RW-581",,,3421,,,Borrador,,0,"2026-04-22 08:56:15",1,closed,506073,,,no,no,0,43500,42000,,,,,,,outofstock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3421,0,,,simple,outofstock,"Aro > 14|Ancho > 185|Alto > 70|Marca > ROADWING",ROADWING,,,,,,,,,,,,
"YOMAR TIRE 195/60/16 89H SKYRACE P07",,,3422,,,Borrador,,0,"2026-04-22 08:58:26",1,closed,695,,,no,no,6,59500,56000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3422,0,,,simple,,"Aro > 16|Ancho > 195|Alto > 60|Marca > YOMAR",YOMAR,,,,,,,,,,,,
"YOMAR TIRE 245/50/20 102W SKYRACE P06",,,3423,,,Borrador,,0,"2026-04-22 09:04:29",1,closed,713,,,no,no,4,183000,175000,,,,,,,instock,no,no,,yes,taxable,,,,,,'-1,'-1,,,,,https://neumaticosfreire.cl/?post_type=product&p=3423,0,,,simple,,"Aro > 20|Ancho > 245|Alto > 50|Marca > YOMAR",YOMAR,,,,,,,,,,,,
